campaignNumber,blockID,defID,imageBW,imageID,groundTruth,compasScore,turkerScore1to10,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
study2,29,9040,0, BM-020,0,1,8.65,34,0,2,0,0,3,21,1
study2,29,9040,1, WM-014,0,1,7.75,34,0,2,0,0,3,21,1
study2,29,9163,0, BM-032,1,8,10,31,0,2,1,1,12,337,0
study2,29,9163,1, WM-021,1,8,10,31,0,2,1,1,12,337,0
study2,29,9534,0, BM-034,1,6,10,49,0,2,0,0,29,172,1
study2,29,9534,1, WM-221,1,6,10,49,0,2,0,0,29,172,1
study2,29,9746,0, BM-003,0,7,2.8,23,0,3,0,0,0,283,0
study2,29,9746,1, WM-006,0,7,2.8,23,0,3,0,0,0,283,0
study2,29,9811,0, BF-001,1,9,9.55,25,1,2,0,0,5,6,1
study2,29,9811,1, WF-001,1,9,9.55,25,1,2,0,0,5,6,1
study2,29,9852,0, BM-009,1,10,9.1,21,0,2,0,2,2,190,1
study2,29,9852,1, WM-001,1,10,8.65,21,0,2,0,2,2,190,1
study2,29,10167,0, BM-002,1,6,7.75,24,0,2,0,0,2,313,1
study2,29,10167,1, WM-004,1,6,8.65,24,0,2,0,0,2,313,1
study2,30,22,0, BM-005,0,10,8.65,25,0,2,0,0,3,190,1
study2,30,22,1, WM-009,0,10,9.1,25,0,2,0,0,3,190,1
study2,30,208,0, BM-021,1,2,6.4,44,0,1,0,0,2,45,0
study2,30,208,1, WM-023,1,2,6.85,44,0,1,0,0,2,45,0
study2,30,480,0, BM-037,1,9,3.25,20,0,2,0,0,0,190,1
study2,30,480,1, WM-025,1,9,3.25,20,0,2,0,0,0,190,1
study2,30,1300,0, BF-002,0,5,2.35,21,1,1,0,0,0,283,0
study2,30,1300,1, WF-022,0,5,2.8,21,1,1,0,0,0,283,0
study2,30,1718,0, BM-015,1,9,10,25,0,2,0,1,11,190,1
study2,30,1718,1, WM-017,1,9,9.1,25,0,2,0,1,11,190,1
study2,30,2841,0, BM-010,0,5,9.1,24,0,1,0,1,3,133,0
study2,30,2841,1, WM-010,0,5,9.55,24,0,1,0,1,3,133,0
study2,30,3110,0, BM-036,1,4,2.35,21,0,1,0,0,0,45,0
study2,30,3110,1, WM-024,1,4,2.35,21,0,1,0,0,0,45,0
study2,30,3255,0, BM-212,0,2,7.3,51,0,2,0,0,4,374,0
study2,30,3255,1, WM-223,0,2,6.85,51,0,2,0,0,4,374,0
study2,30,3952,0, BM-033,0,4,2.35,37,0,1,0,0,0,134,0
study2,30,3952,1, WM-220,0,4,2.35,37,0,1,0,0,0,134,0
study2,30,4182,0, BM-004,0,5,4.15,32,0,1,0,0,0,317,1
study2,30,4182,1, WM-002,0,5,5.5,32,0,1,0,0,0,317,1
study2,30,4593,0, BM-025,0,1,1.45,38,0,4,0,0,0,45,0
study2,30,4593,1, WM-201,0,1,1.9,38,0,4,0,0,0,45,0
study2,30,4754,0, BM-034,0,1,5.05,47,0,2,0,0,1,306,1
study2,30,4754,1, WM-221,0,1,3.7,47,0,2,0,0,1,306,1
study2,30,5069,0, BM-003,1,10,8.65,24,0,2,1,0,2,326,0
study2,30,5069,1, WM-006,1,10,7.3,24,0,2,1,0,2,326,0
study2,30,5387,0, BM-029,1,1,2.35,34,0,2,0,0,0,45,0
study2,30,5387,1, WM-020,1,1,2.8,34,0,2,0,0,0,45,0
study2,30,5563,0, BM-017,1,6,3.25,33,0,1,0,0,0,306,1
study2,30,5563,1, WM-012,1,6,3.7,33,0,1,0,0,0,306,1
study2,30,5623,0, BM-011,1,6,1.45,32,0,1,0,0,0,242,0
study2,30,5623,1, WM-011,1,6,3.25,32,0,1,0,0,0,242,0
study2,30,6690,0, BM-002,1,10,10,25,0,2,0,1,7,336,1
study2,30,6690,1, WM-004,1,10,10,25,0,2,0,1,7,336,1
study2,30,7099,0, BM-020,0,2,4.15,34,0,2,0,0,2,303,1
study2,30,7099,1, WM-014,0,2,4.6,34,0,2,0,0,2,303,1
study2,30,7148,0, BM-012,0,7,9.1,45,0,3,0,0,8,15,1
study2,30,7148,1, WM-018,0,7,9.55,45,0,3,0,0,8,15,1
study2,30,7847,0, BM-018,0,1,1.9,30,0,1,0,0,0,130,0
study2,30,7847,1, WM-013,0,1,1.45,30,0,1,0,0,0,130,0
study2,30,8438,0, BF-007,1,10,8.65,34,1,1,0,0,12,306,1
study2,30,8438,1, WF-002,1,10,9.55,34,1,1,0,0,12,306,1
study2,30,8471,0, BM-001,1,4,9.55,23,0,2,0,0,2,58,1
study2,30,8471,1, WM-003,1,4,8.65,23,0,2,0,0,2,58,1
study2,30,9229,0, BM-013,0,8,1.9,22,0,2,0,0,0,45,0
study2,30,9229,1, WM-015,0,8,2.8,22,0,2,0,0,0,45,0
study2,30,10136,0, BM-022,1,3,7.3,34,0,2,0,0,2,71,1
study2,30,10136,1, WM-016,1,3,7.75,34,0,2,0,0,2,71,1
study2,30,10949,0, BM-009,1,9,8.65,19,0,2,1,0,1,190,1
study2,30,10949,1, WM-001,1,9,7.75,19,0,2,1,0,1,190,1
study2,31,279,0, empty2,0,1,3.25,57,0,3,0,0,1,129,1
study2,31,279,1, empty2,0,1,1.9,57,0,3,0,0,1,129,1
study2,31,648,0, empty2,1,5,1.45,57,0,2,0,0,1,175,1
study2,31,648,1, empty2,1,5,1.45,57,0,2,0,0,1,175,1
study2,31,1157,0, BM-001,0,7,6.85,27,0,5,0,0,3,133,0
study2,31,1157,1, WM-003,0,7,6.85,27,0,5,0,0,3,133,0
study2,31,1611,0, BM-034,0,3,8.65,47,0,2,0,0,4,306,1
study2,31,1611,1, WM-221,0,3,8.2,47,0,2,0,0,4,306,1
study2,31,3293,0, BF-001,0,3,1.45,27,1,1,0,0,0,303,1
study2,31,3293,1, WF-001,0,3,1.45,27,1,1,0,0,0,303,1
study2,31,3347,0, BF-024,1,3,10,36,1,2,0,0,7,92,1
study2,31,3347,1, WF-014,1,3,9.1,36,1,2,0,0,7,92,1
study2,31,3562,0, BM-212,0,1,1.45,52,0,2,0,0,0,367,1
study2,31,3562,1, WM-223,0,1,2.35,52,0,2,0,0,0,367,1
study2,31,4139,0, BM-004,1,8,10,35,0,2,0,1,14,45,0
study2,31,4139,1, WM-002,1,8,9.1,35,0,2,0,1,14,45,0
study2,31,4165,0, BM-002,0,7,3.25,22,0,2,0,0,0,35,1
study2,31,4165,1, WM-004,0,7,4.15,22,0,2,0,0,0,35,1
study2,31,4694,0, BM-025,0,4,5.05,44,0,1,0,0,2,45,0
study2,31,4694,1, WM-201,0,4,5.05,44,0,1,0,0,2,45,0
study2,31,4835,0, BM-012,0,10,3.25,37,0,2,0,0,1,175,1
study2,31,4835,1, WM-018,0,10,2.8,37,0,2,0,0,1,175,1
study2,31,5939,0, BM-206,0,1,6.4,45,0,1,0,0,2,306,1
study2,31,5939,1, WM-258,0,1,5.05,45,0,1,0,0,2,306,1
study2,31,6164,0, BF-027,0,1,3.7,37,1,2,0,0,1,66,1
study2,31,6164,1, WF-026,0,1,4.6,37,1,2,0,0,1,66,1
study2,31,6687,0, BM-033,1,8,9.55,39,0,1,0,0,10,190,1
study2,31,6687,1, WM-220,1,8,9.1,39,0,1,0,0,10,190,1
study2,31,8014,0, BM-213,1,3,9.55,52,0,2,0,0,7,190,0
study2,31,8014,1, WM-248,1,3,9.55,52,0,2,0,0,7,190,0
study2,31,8642,0, empty2,0,6,5.5,61,0,1,0,0,4,418,1
study2,31,8642,1, empty2,0,6,6.4,61,0,1,0,0,4,418,1
study2,31,9380,0, BM-021,0,4,8.65,38,0,1,0,0,5,129,1
study2,31,9380,1, WM-023,0,4,8.2,38,0,1,0,0,5,129,1
study2,31,9685,0, BM-005,1,7,2.35,22,0,2,0,0,0,45,0
study2,31,9685,1, WM-009,1,7,2.8,22,0,2,0,0,0,45,0
study2,31,9971,0, BF-203,0,1,1.45,55,1,1,0,0,0,47,1
study2,31,9971,1, WF-221,0,1,1,55,1,1,0,0,0,47,1
study2,31,10267,0, BF-007,0,8,8.65,31,1,2,0,0,4,10,1
study2,31,10267,1, WF-002,0,8,10,31,1,2,0,0,4,10,1
study2,31,10317,0, empty2,0,1,1.45,62,0,2,0,0,0,133,0
study2,31,10317,1, empty2,0,1,1,62,0,2,0,0,0,133,0
study2,31,10492,0, BF-003,0,6,10,25,1,3,0,1,14,65,1
study2,31,10492,1, WF-003,0,6,9.55,25,1,3,0,1,14,65,1
study2,31,10560,0, BM-044,1,1,5.05,41,0,1,0,0,1,10,1
study2,31,10560,1, WM-225,1,1,4.15,41,0,1,0,0,1,10,1
study2,31,10580,0, BF-004,0,8,3.7,22,1,1,0,0,1,425,0
study2,31,10580,1, WF-005,0,8,5.05,22,1,1,0,0,1,425,0
study2,31,10931,0, BM-003,0,3,5.5,28,0,3,0,0,1,344,1
study2,31,10931,1, WM-006,0,3,5.5,28,0,3,0,0,1,344,1
study2,32,215,0, BM-011,0,2,8.2,31,0,2,0,0,1,215,0
study2,32,215,1, WM-011,0,2,8.2,31,0,2,0,0,1,215,0
study2,32,510,0, BM-213,0,1,5.05,51,0,3,0,0,1,31,0
study2,32,510,1, WM-248,0,1,3.7,51,0,3,0,0,1,31,0
study2,32,1578,0, BM-044,0,1,5.95,39,0,1,0,0,1,224,1
study2,32,1578,1, WM-225,0,1,5.5,39,0,1,0,0,1,224,1
study2,32,1629,0, BM-002,0,5,8.2,27,0,2,0,0,2,6,1
study2,32,1629,1, WM-004,0,5,8.2,27,0,2,0,0,2,6,1
study2,32,1943,0, BM-001,1,3,2.8,24,0,2,0,0,0,292,1
study2,32,1943,1, WM-003,1,3,1.9,24,0,2,0,0,0,292,1
study2,32,2765,0, BF-004,0,2,1.45,26,1,2,0,0,0,45,0
study2,32,2765,1, WF-005,0,2,2.35,26,1,2,0,0,0,45,0
study2,32,3508,0, BF-002,0,5,2.8,20,1,2,0,0,0,190,1
study2,32,3508,1, WF-022,0,5,3.25,20,1,2,0,0,0,190,1
study2,32,4186,0, empty2,0,1,2.35,59,0,1,0,0,0,297,1
study2,32,4186,1, empty2,0,1,2.8,59,0,1,0,0,0,297,1
study2,32,4643,0, BM-004,1,10,10,32,0,2,0,1,12,45,0
study2,32,4643,1, WM-002,1,10,9.55,32,0,2,0,1,12,45,0
study2,32,4701,0, BM-012,0,10,10,38,0,1,0,0,17,175,1
study2,32,4701,1, WM-018,0,10,9.1,38,0,1,0,0,17,175,1
study2,32,4881,0, BM-018,0,6,5.05,31,0,2,0,0,0,112,1
study2,32,4881,1, WM-013,0,6,3.25,31,0,2,0,0,0,112,1
study2,32,5454,0, BF-001,1,4,2.8,25,1,1,0,0,0,313,1
study2,32,5454,1, WF-001,1,4,4.15,25,1,1,0,0,0,313,1
study2,32,5678,0, BM-033,1,9,10,38,0,2,0,1,16,260,1
study2,32,5678,1, WM-220,1,9,9.1,38,0,2,0,1,16,260,1
study2,32,6000,0, BF-003,1,5,1.9,23,1,2,0,0,0,292,1
study2,32,6000,1, WF-003,1,5,2.8,23,1,2,0,0,0,292,1
study2,32,6574,0, BF-007,1,2,8.65,31,1,2,0,0,2,15,1
study2,32,6574,1, WF-002,1,2,8.65,31,1,2,0,0,2,15,1
study2,32,7112,0, BM-212,1,7,9.55,55,0,2,0,0,10,45,0
study2,32,7112,1, WM-223,1,7,9.55,55,0,2,0,0,10,45,0
study2,32,7234,0, BM-025,0,5,5.05,37,0,3,0,0,1,190,1
study2,32,7234,1, WM-201,0,5,6.4,37,0,3,0,0,1,190,1
study2,32,7640,0, BM-021,1,7,4.6,37,0,1,0,0,1,306,1
study2,32,7640,1, WM-023,1,7,5.05,37,0,1,0,0,1,306,1
study2,32,7675,0, BM-009,1,7,2.8,20,0,1,0,0,0,209,1
study2,32,7675,1, WM-001,1,7,1.45,20,0,1,0,0,0,209,1
study2,32,9246,0, BF-203,0,1,1.9,55,1,1,0,0,0,45,0
study2,32,9246,1, WF-221,0,1,1.45,55,1,1,0,0,0,45,0
study2,32,9523,0, BM-017,1,5,7.75,30,0,2,0,0,2,306,1
study2,32,9523,1, WM-012,1,5,8.2,30,0,2,0,0,2,306,1
study2,32,9597,0, BM-003,0,4,3.25,22,0,1,0,0,0,45,0
study2,32,9597,1, WM-006,0,4,3.25,22,0,1,0,0,0,45,0
study2,32,9785,0, BM-034,0,2,1.45,47,0,1,0,0,0,45,0
study2,32,9785,1, WM-221,0,2,2.35,47,0,1,0,0,0,45,0
study2,32,10656,0, BM-036,0,4,2.35,20,0,2,0,0,0,65,1
study2,32,10656,1, WM-024,0,4,2.35,20,0,2,0,0,0,65,1
study2,32,10935,0, BM-020,1,9,9.55,31,0,3,1,0,7,374,0
study2,32,10935,1, WM-014,1,9,9.1,31,0,3,1,0,7,374,0
study2,33,1144,0, BF-007,0,5,9.55,29,1,2,0,0,3,306,1
study2,33,1144,1, WF-002,0,5,8.65,29,1,2,0,0,3,306,1
study2,33,1530,0, empty2,0,1,1.9,69,0,3,0,0,0,45,0
study2,33,1530,1, empty2,0,1,1.45,69,0,3,0,0,0,45,0
study2,33,1682,0, BM-209,0,1,7.75,40,0,1,0,0,3,172,1
study2,33,1682,1, empty2,0,1,5.5,40,0,1,0,0,3,172,1
study2,33,2519,0, BM-017,1,7,8.65,32,0,2,1,3,24,129,1
study2,33,2519,1, WM-012,1,7,9.1,32,0,2,1,3,24,129,1
study2,33,2681,0, BM-025,0,3,4.15,43,0,2,0,0,1,344,1
study2,33,2681,1, WM-201,0,3,4.6,43,0,2,0,0,1,344,1
study2,33,3480,0, BM-034,0,2,3.25,53,0,2,0,0,1,134,0
study2,33,3480,1, WM-221,0,2,2.35,53,0,2,0,0,1,134,0
study2,33,3488,0, BM-206,0,1,6.4,36,0,1,0,0,2,280,1
study2,33,3488,1, WM-258,0,1,5.5,36,0,1,0,0,2,280,1
study2,33,3636,0, BF-203,0,6,8.2,54,1,2,0,0,7,183,1
study2,33,3636,1, WF-221,0,6,8.2,54,1,2,0,0,7,183,1
study2,33,4476,0, empty2,1,8,9.55,60,0,2,0,0,19,306,1
study2,33,4476,1, empty2,1,8,9.55,60,0,2,0,0,19,306,1
study2,33,4834,0, BF-001,0,5,7.3,27,1,2,0,0,3,342,1
study2,33,4834,1, WF-001,0,5,9.1,27,1,2,0,0,3,342,1
study2,33,4933,0, BM-012,0,8,9.55,37,0,2,0,0,14,129,1
study2,33,4933,1, WM-018,0,8,9.1,37,0,2,0,0,14,129,1
study2,33,5138,0, BM-009,1,7,4.15,21,0,1,0,0,0,303,1
study2,33,5138,1, WM-001,1,7,3.7,21,0,1,0,0,0,303,1
study2,33,5727,0, BM-021,0,5,9.55,40,0,2,0,0,21,168,1
study2,33,5727,1, WM-023,0,5,9.55,40,0,2,0,0,21,168,1
study2,33,6022,0, empty2,1,3,8.65,58,0,1,0,0,5,190,1
study2,33,6022,1, empty2,1,3,8.65,58,0,1,0,0,5,190,1
study2,33,6631,0, BM-044,1,5,1.45,43,0,2,0,0,0,418,1
study2,33,6631,1, WM-225,1,5,1.45,43,0,2,0,0,0,418,1
study2,33,7821,0, BM-004,0,8,5.05,30,0,1,0,0,1,310,1
study2,33,7821,1, WM-002,0,8,4.15,30,0,1,0,0,1,310,1
study2,33,8264,0, BM-011,1,3,2.8,30,0,2,0,0,1,49,1
study2,33,8264,1, WM-011,1,3,3.7,30,0,2,0,0,1,49,1
study2,33,8355,0, BM-003,0,4,7.3,28,0,2,0,0,2,246,1
study2,33,8355,1, WM-006,0,4,5.05,28,0,2,0,0,2,246,1
study2,33,8794,0, BF-009,0,2,3.7,30,1,1,0,0,1,129,1
study2,33,8794,1, WF-008,0,2,1.9,30,1,1,0,0,1,129,1
study2,33,9041,0, BM-221,0,1,2.8,36,0,1,0,0,0,128,0
study2,33,9041,1, empty2,0,1,1.9,36,0,1,0,0,0,128,0
study2,33,9475,0, BM-018,0,1,2.35,31,0,2,0,0,1,129,1
study2,33,9475,1, WM-013,0,1,3.25,31,0,2,0,0,1,129,1
study2,33,9745,0, BM-002,1,7,5.05,23,0,2,0,0,2,392,0
study2,33,9745,1, WM-004,1,7,5.5,23,0,2,0,0,2,392,0
study2,33,10643,0, BM-005,0,10,1.9,22,0,2,0,0,0,337,0
study2,33,10643,1, WM-009,0,10,1.9,22,0,2,0,0,0,337,0
study2,33,10686,0, BM-033,0,1,1.9,36,0,1,0,0,0,404,1
study2,33,10686,1, WM-220,0,1,1.9,36,0,1,0,0,0,404,1
study2,33,10975,0, BM-001,0,2,3.7,25,0,2,0,0,1,167,1
study2,33,10975,1, WM-003,0,2,3.7,25,0,2,0,0,1,167,1
study2,34,277,0, BM-212,1,8,9.1,47,0,2,0,0,23,283,0
study2,34,277,1, WM-223,1,8,9.1,47,0,2,0,0,23,283,0
study2,34,754,0, BM-011,1,4,9.1,29,0,2,0,0,4,163,1
study2,34,754,1, WM-011,1,4,9.1,29,0,2,0,0,4,163,1
study2,34,844,0, empty2,0,6,8.2,58,0,2,0,0,6,175,1
study2,34,844,1, empty2,0,6,9.55,58,0,2,0,0,6,175,1
study2,34,1128,0, BF-001,0,5,1.45,22,1,1,0,0,0,208,0
study2,34,1128,1, WF-001,0,5,1.45,22,1,1,0,0,0,208,0
study2,34,1430,0, BM-034,0,4,1.45,47,0,3,0,0,0,45,0
study2,34,1430,1, WM-221,0,4,2.35,47,0,3,0,0,0,45,0
study2,34,2320,0, BF-003,1,4,3.7,22,1,2,0,0,0,190,1
study2,34,2320,1, WF-003,1,4,1.9,22,1,2,0,0,0,190,1
study2,34,2511,0, BM-025,0,3,7.75,37,0,3,0,0,2,144,0
study2,34,2511,1, WM-201,0,3,8.2,37,0,3,0,0,2,144,0
study2,34,3631,0, BF-024,0,1,1.45,36,1,1,0,0,0,45,0
study2,34,3631,1, WF-014,0,1,1.45,36,1,1,0,0,0,45,0
study2,34,3722,0, BM-002,1,7,5.05,23,0,2,0,0,1,45,0
study2,34,3722,1, WM-004,1,7,3.7,23,0,2,0,0,1,45,0
study2,34,3841,0, empty2,0,2,2.8,56,0,1,0,0,1,179,1
study2,34,3841,1, empty2,0,2,5.5,56,0,1,0,0,1,179,1
study2,34,4761,0, BM-018,1,2,6.4,30,0,3,0,0,2,374,0
study2,34,4761,1, WM-013,1,2,8.2,30,0,3,0,0,2,374,0
study2,34,4776,0, BM-021,1,2,8.2,38,0,2,0,0,3,169,1
study2,34,4776,1, WM-023,1,2,7.75,38,0,2,0,0,3,169,1
study2,34,5432,0, empty2,1,1,9.55,56,0,1,0,0,9,45,0
study2,34,5432,1, empty2,1,1,9.55,56,0,1,0,0,9,45,0
study2,34,5544,0, BF-004,0,4,7.75,24,1,2,0,0,2,181,1
study2,34,5544,1, WF-005,0,4,7.3,24,1,2,0,0,2,181,1
study2,34,6996,0, BF-002,1,5,1.9,21,1,2,0,0,0,45,0
study2,34,6996,1, WF-022,1,5,1.9,21,1,2,0,0,0,45,0
study2,34,7123,0, BM-003,1,2,2.8,27,0,2,0,0,0,45,0
study2,34,7123,1, WM-006,1,2,1.9,27,0,2,0,0,0,45,0
study2,34,7526,0, BM-001,1,3,2.8,23,0,1,0,0,0,337,0
study2,34,7526,1, WM-003,1,3,1.45,23,0,1,0,0,0,337,0
study2,34,8060,0, empty2,0,1,1.45,62,0,1,0,0,0,303,1
study2,34,8060,1, empty2,0,1,1.45,62,0,1,0,0,0,303,1
study2,34,8129,0, BM-005,1,9,9.1,27,0,2,0,0,5,306,1
study2,34,8129,1, WM-009,1,9,9.1,27,0,2,0,0,5,306,1
study2,34,8354,0, BM-004,1,8,9.55,29,0,1,1,0,9,379,1
study2,34,8354,1, WM-002,1,8,9.55,29,0,1,1,0,9,379,1
study2,34,8962,0, BM-017,0,3,1.45,32,0,1,0,0,0,45,0
study2,34,8962,1, WM-012,0,3,2.35,32,0,1,0,0,0,45,0
study2,34,9730,0, BM-020,0,2,2.8,30,0,1,0,0,0,134,0
study2,34,9730,1, WM-014,0,2,1.9,30,0,1,0,0,0,134,0
study2,34,9867,0, BM-012,0,3,9.1,41,0,2,0,0,6,252,1
study2,34,9867,1, WM-018,0,3,9.1,41,0,2,0,0,6,252,1
study2,34,9894,0, BF-007,1,9,9.55,34,1,1,0,0,10,306,1
study2,34,9894,1, WF-002,1,9,10,34,1,1,0,0,10,306,1
study2,34,10622,0, BF-027,0,6,9.1,44,1,2,0,0,6,306,1
study2,34,10622,1, WF-026,0,6,9.1,44,1,2,0,0,6,306,1
study2,35,863,0, BM-021,0,4,9.1,40,0,1,0,0,5,229,1
study2,35,863,1, WM-023,0,4,9.55,40,0,1,0,0,5,229,1
study2,35,934,0, BM-010,1,5,9.1,25,0,2,0,0,4,188,1
study2,35,934,1, WM-010,1,5,9.1,25,0,2,0,0,4,188,1
study2,35,990,0, BF-024,0,6,2.35,45,1,1,0,0,1,172,1
study2,35,990,1, WF-014,0,6,2.8,45,1,1,0,0,1,172,1
study2,35,1196,0, BM-018,0,1,1.9,31,0,1,0,0,0,45,0
study2,35,1196,1, WM-013,0,1,1.45,31,0,1,0,0,0,45,0
study2,35,1241,0, BM-004,1,3,4.15,34,0,1,0,0,1,101,0
study2,35,1241,1, WM-002,1,3,4.15,34,0,1,0,0,1,101,0
study2,35,1452,0, BF-002,1,5,2.35,21,1,1,0,1,0,128,0
study2,35,1452,1, WF-022,1,5,2.8,21,1,1,0,1,0,128,0
study2,35,2278,0, empty2,1,1,1,63,0,1,0,0,0,45,0
study2,35,2278,1, empty2,1,1,1.9,63,0,1,0,0,0,45,0
study2,35,3774,0, empty2,0,1,1.45,61,0,1,0,0,0,45,0
study2,35,3774,1, empty2,0,1,1.9,61,0,1,0,0,0,45,0
study2,35,3805,0, BM-001,1,2,2.8,28,0,1,0,0,0,190,1
study2,35,3805,1, WM-003,1,2,3.7,28,0,1,0,0,0,190,1
study2,35,4288,0, BM-212,0,1,5.95,51,0,1,0,0,2,6,1
study2,35,4288,1, WM-223,0,1,6.85,51,0,1,0,0,2,6,1
study2,35,4397,0, BM-012,1,4,6.4,37,0,2,0,0,2,129,1
study2,35,4397,1, WM-018,1,4,5.95,37,0,2,0,0,2,129,1
study2,35,4931,0, BM-034,1,1,1,50,0,1,0,0,0,169,1
study2,35,4931,1, WM-221,1,1,1.9,50,0,1,0,0,0,169,1
study2,35,5326,0, BM-020,1,4,9.1,34,0,1,0,0,3,45,0
study2,35,5326,1, WM-014,1,4,8.2,34,0,1,0,0,3,45,0
study2,35,5951,0, BF-010,0,2,1.45,33,1,3,0,0,0,6,1
study2,35,5951,1, WF-018,0,2,2.35,33,1,3,0,0,0,6,1
study2,35,7166,0, BF-009,0,5,3.25,33,1,2,0,0,1,152,1
study2,35,7166,1, WF-008,0,5,3.25,33,1,2,0,0,1,152,1
study2,35,7341,0, BM-002,1,5,2.8,25,0,2,0,0,0,45,0
study2,35,7341,1, WM-004,1,5,2.35,25,0,2,0,0,0,45,0
study2,35,7807,0, BM-022,1,8,9.55,34,0,1,0,0,13,190,1
study2,35,7807,1, WM-016,1,8,10,34,0,1,0,0,13,190,1
study2,35,7894,0, BM-009,0,8,3.7,20,0,2,0,0,0,35,1
study2,35,7894,1, WM-001,0,8,3.7,20,0,2,0,0,0,35,1
study2,35,8223,0, BF-007,0,10,10,31,1,1,0,0,14,297,1
study2,35,8223,1, WF-002,0,10,9.55,31,1,1,0,0,14,297,1
study2,35,8728,0, BF-001,0,6,1.9,24,1,1,0,0,0,45,0
study2,35,8728,1, WF-001,0,6,1.45,24,1,1,0,0,0,45,0
study2,35,9136,0, BM-003,0,4,9.55,26,0,2,0,0,5,60,1
study2,35,9136,1, WM-006,0,4,8.2,26,0,2,0,0,5,60,1
study2,35,9436,0, BM-005,1,7,10,27,0,2,0,0,11,129,1
study2,35,9436,1, WM-009,1,7,9.55,27,0,2,0,0,11,129,1
study2,35,10484,0, BM-011,0,1,6.4,29,0,1,0,0,2,180,0
study2,35,10484,1, WM-011,0,1,6.85,29,0,1,0,0,2,180,0
study2,35,10871,0, BF-027,0,1,1.9,43,1,1,0,0,0,128,0
study2,35,10871,1, WF-026,0,1,1.9,43,1,1,0,0,0,128,0
study2,35,10894,0, BM-017,0,4,8.65,33,0,2,0,0,3,71,1
study2,35,10894,1, WM-012,0,4,9.1,33,0,2,0,0,3,71,1
study2,36,640,0, BM-009,1,7,4.6,20,0,2,0,0,0,186,1
study2,36,640,1, WM-001,1,7,4.15,20,0,2,0,0,0,186,1
study2,36,646,0, BM-034,1,1,3.25,48,0,3,0,0,1,239,0
study2,36,646,1, WM-221,1,1,2.8,48,0,3,0,0,1,239,0
study2,36,1729,0, BM-012,1,2,2.35,39,0,2,0,0,1,283,0
study2,36,1729,1, WM-018,1,2,3.25,39,0,2,0,0,1,283,0
study2,36,2054,0, BM-002,0,2,3.7,25,0,1,0,0,0,190,1
study2,36,2054,1, WM-004,0,2,1.9,25,0,1,0,0,0,190,1
study2,36,2262,0, BM-013,1,3,2.35,23,0,2,0,0,0,45,0
study2,36,2262,1, WM-015,1,3,2.35,23,0,2,0,0,0,45,0
study2,36,2382,0, empty2,1,6,9.1,58,0,2,0,0,24,175,1
study2,36,2382,1, empty2,1,6,9.1,58,0,2,0,0,24,175,1
study2,36,2914,0, BM-011,0,9,5.95,29,0,2,0,0,1,159,1
study2,36,2914,1, WM-011,0,9,4.15,29,0,2,0,0,1,159,1
study2,36,3438,0, BM-015,1,6,3.25,26,0,1,0,0,0,45,0
study2,36,3438,1, WM-017,1,6,1.45,26,0,1,0,0,0,45,0
study2,36,4408,0, BM-025,0,1,9.1,42,0,2,0,0,3,306,1
study2,36,4408,1, WM-201,0,1,9.1,42,0,2,0,0,3,306,1
study2,36,4518,0, BM-001,1,3,8.65,24,0,2,0,0,5,172,1
study2,36,4518,1, WM-003,1,3,9.55,24,0,2,0,0,5,172,1
study2,36,4873,0, BF-003,1,6,8.65,27,1,2,0,0,4,126,1
study2,36,4873,1, WF-003,1,6,7.75,27,1,2,0,0,4,126,1
study2,36,5650,0, BM-010,0,4,10,28,0,2,0,0,5,306,1
study2,36,5650,1, WM-010,0,4,10,28,0,2,0,0,5,306,1
study2,36,5655,0, BF-001,0,3,1.9,25,1,1,0,0,0,45,0
study2,36,5655,1, WF-001,0,3,1,25,1,1,0,0,0,45,0
study2,36,5793,0, BF-024,1,3,6.4,36,1,2,0,0,1,306,1
study2,36,5793,1, WF-014,1,3,5.05,36,1,2,0,0,1,306,1
study2,36,6043,0, BM-213,0,3,5.95,50,0,1,0,0,3,169,1
study2,36,6043,1, WM-248,0,3,7.75,50,0,1,0,0,3,169,1
study2,36,6264,0, BF-007,0,10,1.45,29,1,2,0,0,0,6,1
study2,36,6264,1, WF-002,0,10,2.35,29,1,2,0,0,0,6,1
study2,36,6481,0, BF-004,0,4,2.35,23,1,2,0,0,0,45,0
study2,36,6481,1, WF-005,0,4,1.9,23,1,2,0,0,0,45,0
study2,36,6503,0, BM-021,1,2,3.7,37,0,3,0,0,1,246,1
study2,36,6503,1, WM-023,1,2,3.7,37,0,3,0,0,1,246,1
study2,36,7738,0, BM-004,0,2,4.15,32,0,1,0,0,2,246,1
study2,36,7738,1, WM-002,0,2,6.85,32,0,1,0,0,2,246,1
study2,36,7903,0, BF-203,0,1,1.9,52,1,2,0,0,0,45,0
study2,36,7903,1, WF-221,0,1,1.45,52,1,2,0,0,0,45,0
study2,36,8479,0, BM-225,1,4,7.3,47,0,2,0,0,4,172,1
study2,36,8479,1, empty2,1,4,7.75,47,0,2,0,0,4,172,1
study2,36,8560,0, BM-212,0,1,7.3,47,0,1,0,0,2,133,0
study2,36,8560,1, WM-223,0,1,6.85,47,0,1,0,0,2,133,0
study2,36,8867,0, BM-005,0,10,8.2,24,0,1,0,0,6,58,1
